"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"haven","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.5.4",NA,"R (>= 3.6)","cli (>= 3.0.0), forcats (>= 0.2.0), hms, lifecycle, methods,
readr (>= 0.1.0), rlang (>= 0.4.0), tibble, tidyselect, vctrs
(>= 0.3.0)","cpp11","covr, crayon, fs, knitr, pillar (>= 1.4.0), rmarkdown,
testthat (>= 3.0.0), utf8",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"hdrcde","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","3.4",NA,"R (>= 2.15)","locfit, ash, ks, KernSmooth, ggplot2, RColorBrewer",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"here","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.1",NA,NA,"rprojroot (>= 2.0.2)",NA,"conflicted, covr, fs, knitr, palmerpenguins, plyr, readr,
rlang, rmarkdown, testthat, uuid, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"hermite","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1.2",NA,"R (>= 2.15.0), maxLik",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"hexbin","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.28.3",NA,"R (>= 2.0.1), methods","lattice, grid, graphics, grDevices, stats, utils",NA,"marray, affy, Biobase, limma, knitr",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"hierfstat","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.5-11",NA,"R (>= 2.10)","ade4,adegenet,gaston,gtools,methods",NA,"ape, pegas, knitr, rmarkdown, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"highr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.10",NA,"R (>= 3.3.0)","xfun (>= 0.18)",NA,"knitr, markdown, testit",NA,"GPL",NA,NA,NA,NA,"no","4.3.0"
"hisse","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.1.11",NA,"ape, deSolve, GenSA, subplex, nloptr","parallel, phytools, data.table, igraph, methods, diversitree,
paleotree, plotrix, geiger, phangorn, TreeSim, corHMM",NA,"testthat, knitr, rmarkdown, markdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"hitandrun","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.5-6",NA,NA,"rcdd (>= 1.1), stats",NA,"testthat (>= 0.8)",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"Hmisc","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","5.1-2",NA,"R (>= 4.1.0)","methods, ggplot2, cluster, rpart, nnet, foreign, gtable, grid,
gridExtra, data.table, htmlTable (>= 1.11.0), viridis,
htmltools, base64enc, colorspace, rmarkdown, knitr, Formula",NA,"survival, qreport, acepack, chron, rms, mice, rstudioapi,
tables, plotly (>= 4.5.6), rlang, plyr, VGAM, leaps, pcaPP,
digest, parallel, polspline, abind, kableExtra, rio, lattice,
latticeExtra, gt, sparkline, jsonlite, htmlwidgets, qs,
getPass, keyring, safer, htm2txt",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"HMP","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.0.1",NA,"R (>= 3.1.0), dirmult","ggplot2, stats, foreach, doParallel, MASS, vegan, gplots,
rpart, rpart.plot, parallel, graphics, lattice",NA,NA,NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","4.3.0"
"HMPTrees","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.4",NA,"R (>= 3.0.0)","ape, HMP, dirmult, doParallel, foreach, parallel, stats,
graphics",NA,NA,NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","4.3.0"
"hms","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1.3",NA,NA,"lifecycle, methods, pkgconfig, rlang (>= 1.0.2), vctrs (>=
0.3.8)",NA,"crayon, lubridate, pillar (>= 1.1.0), testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"hoardr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.5.4",NA,NA,"R6, rappdirs, digest",NA,"testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"hot.deck","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2",NA,"R (>= 3.5.0)","data.table, MASS, mice, tidyr, stats",NA,"knitr, mitools, miceadds, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"HSAUR2","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1-20",NA,"R (>= 2.2.0), tools",NA,NA,"lattice, MASS, scatterplot3d (>= 0.3-23), ape (>= 1.6), coin
(>= 1.1-3), flexmix (>= 1.1-0), gee (>= 4.13-10), lme4 (>=
0.98-1), mclust (>= 3.0-0), party (>= 0.2-8), randomForest (>=
4.5-12), rmeta (>= 2.12), vcd (>= 0.9-3), survival, rpart,
gamair, multcomp (>= 1.0-3), sandwich, mboost, KernSmooth,
Matrix, boot, mgcv, mvtnorm, partykit, wordcloud, TH.data",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"htmlTable","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.4.2",NA,"R (>= 4.1)","stringr, knitr (>= 1.6), magrittr (>= 1.5), methods,
checkmate, htmlwidgets, htmltools, rstudioapi (>= 0.6)",NA,"testthat, XML, xml2, Hmisc, rmarkdown, chron, lubridate,
tibble, purrr, tidyselect, glue, rlang, tidyr (>= 0.7.2), dplyr
(>= 0.7.4)",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"htmltools","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.5.8",NA,"R (>= 2.14.1)","base64enc, digest, fastmap (>= 1.1.0), grDevices, rlang (>=
1.0.0), utils",NA,"Cairo, markdown, ragg, shiny, testthat, withr","knitr","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"htmlwidgets","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.6.4",NA,NA,"grDevices, htmltools (>= 0.5.7), jsonlite (>= 0.9.16), knitr
(>= 1.8), rmarkdown, yaml",NA,"testthat","shiny (>= 1.1)","MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"httpcode","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"httpuv","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.6.15",NA,"R (>= 2.15.1)","later (>= 0.8.0), promises, R6, Rcpp (>= 1.0.7), utils","later, Rcpp","callr, curl, testthat, websocket",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"httr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.4.7",NA,"R (>= 3.5)","curl (>= 5.0.2), jsonlite, mime, openssl (>= 0.8), R6",NA,"covr, httpuv, jpeg, knitr, png, readr, rmarkdown, testthat
(>= 0.8.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"httr2","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.0",NA,"R (>= 3.6)","cli (>= 3.0.0), curl (>= 5.1.0), glue, lifecycle, magrittr,
openssl, R6, rappdirs, rlang (>= 1.1.0), vctrs (>= 0.6.3),
withr",NA,"askpass, bench, clipr, covr, docopt, httpuv, jose, jsonlite,
knitr, rmarkdown, testthat (>= 3.1.8), tibble, webfakes, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"huge","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.5",NA,"R (>= 3.0.0)","Matrix, igraph, MASS, grDevices, graphics, methods, stats,
utils, Rcpp","Rcpp, RcppEigen",NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"hypergeo","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2-13",NA,"R (>= 3.1.0),","elliptic (>= 1.3-5), contfrac (>= 1.1-9), deSolve",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"hypervolume","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","3.1.3",NA,"Rcpp, methods, R (>= 3.5.0)","raster, maps, MASS, geometry, ks, hitandrun, pdist,
fastcluster, compiler, e1071, progress, mvtnorm, data.table,
terra, sp, foreach, doParallel, parallel, ggplot2, pbapply,
palmerpenguins, purrr, dplyr, caret","Rcpp, RcppArmadillo, progress","rgl, magick, alphahull, knitr, rmarkdown, gridExtra",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"idendr0","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.5.3",NA,"","tcltk, tkrplot, grDevices, graphics, stats",NA,"rggobi, DendSer, cluster, RColorBrewer, datasets",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"ids","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.1",NA,NA,"openssl, uuid",NA,"knitr, rcorpora, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"igraph","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.0.3",NA,"methods, R (>= 3.5.0)","cli, graphics, grDevices, lifecycle, magrittr, Matrix,
pkgconfig (>= 2.0.0), rlang, stats, utils, vctrs","cpp11 (>= 0.4.7)","ape (>= 5.7-0.1), callr, decor, digest, graph, igraphdata,
knitr, rgl, rmarkdown, scales, stats4, tcltk, testthat, vdiffr,
withr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"indicspecies","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.7.14",NA,"permute",NA,NA,"rmarkdown, knitr, testthat (>= 3.0.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"ini","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.1",NA,NA,NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"inline","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.19",NA,NA,"methods",NA,"Rcpp (>= 0.11.0), tinytest",NA,"LGPL",NA,NA,NA,NA,"no","4.3.0"
"insight","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.19.10",NA,"R (>= 3.6)","methods, stats, utils",NA,"AER, afex, aod, BayesFactor, bayestestR, bbmle, bdsmatrix,
betareg, bife, biglm, blavaan, blme, boot, brms, broom, car,
carData, censReg, cgam, clubSandwich, coxme, cplm, crch, curl,
datawizard, effectsize, emmeans, epiR, estimatr, feisr, fixest
(>= 0.11.2), fungible, gam, gamlss, gamlss.data, gamm4, gbm,
gee, geepack, geoR, ggeffects, GLMMadaptive, glmmTMB, gmnl,
grDevices, gt, httr, interp, ivreg, JM, knitr, lavaan,
lavaSearch2, lfe, lme4, lmerTest, lmtest, logistf, logitr,
MASS, marginaleffects, Matrix, mclogit, mclust, MCMCglmm,
merTools, metaBMA, metadat, metafor, metaplus, mgcv, mice,
mlogit, mhurdle, mmrm, modelbased, multgee, MuMIn, nestedLogit,
nlme, nnet, nonnest2, ordinal, panelr, parameters, parsnip,
pbkrtest, performance, plm, poorman, PROreg (>= 1.3.0), pscl,
psych, quantreg, Rcpp, rmarkdown, rms, rpart, robustbase,
robustlmm, rstanarm (>= 2.21.1), rstantools (>= 2.1.0),
rstudioapi, sandwich, serp, speedglm, splines, statmod, survey,
survival, testthat, tinytable (>= 0.1.0), truncreg, tweedie,
TMB, VGAM, withr",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"instaR","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.2.4",NA,"R (>= 2.12.0), httr, jsonlite",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"interp","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1-6",NA,"R (>= 3.5.0)","Rcpp (>= 0.12.9), deldir","Rcpp, RcppEigen","sp, Deriv, Ryacas, ggplot2, gridExtra, lattice, stringi,
stringr, scatterplot3d, MASS","RcppEigen","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"inum","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0-5",NA,"R (>= 3.3.0)","stats, libcoin (>= 1.0-0)",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"ipred","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.9-14",NA,"R (>= 2.10)","rpart (>= 3.1-8), MASS, survival, nnet, class, prodlim",NA,"mvtnorm, mlbench, TH.data, randomForest, party",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"ips","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.0.11",NA,"R (>= 3.2.0), ape","phangorn, plyr, seqinr, XML",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"IRanges","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.36.0",NA,"R (>= 4.0.0), methods, utils, stats, BiocGenerics (>= 0.39.2),
S4Vectors (>= 0.33.3)","stats4","S4Vectors","XVector, GenomicRanges, Rsamtools, GenomicAlignments,
GenomicFeatures, BSgenome.Celegans.UCSC.ce2, pasillaBamSubset,
RUnit, BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.3.1"
"IRdisplay","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1",NA,"R (>= 3.0.1)","methods, repr",NA,"testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"IRkernel","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.2",NA,"R (>= 3.2.0)","repr (>= 0.4.99), methods, evaluate (>= 0.10), IRdisplay (>=
0.3.0.9999), pbdZMQ (>= 0.2-1), crayon, jsonlite (>= 0.9.6),
uuid, digest",NA,"testthat, roxygen2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"irlba","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.3.5.1",NA,"R (>= 3.6.2), Matrix","stats, methods","Matrix",NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"isoband","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.2.7",NA,NA,"grid, utils",NA,"covr, ggplot2, knitr, magick, microbenchmark, rmarkdown, sf,
testthat, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"iterators","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.14",NA,"R (>= 2.5.0), utils",NA,NA,"RUnit, foreach",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","4.3.0"
"itertools","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.1-3",NA,"R (>= 2.14.0), iterators(>= 1.0.0)","parallel",NA,"foreach",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"jaatha","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","3.2.5",NA,"R (>= 3.0)","assertthat (>= 0.1), R6 (>= 2.1.1), parallel, stats, utils",NA,"boot (>= 1.3-10), coala (>= 0.2.1), knitr, rmarkdown,
testthat (>= 0.11.0)",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"janeaustenr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.0",NA,"R (>= 3.5)",NA,NA,"dplyr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"jmv","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.4.11",NA,"R (>= 3.2)","jmvcore (>= 2.4.2), R6, car (>= 3.0.0), multcomp, ggplot2 (>=
2.2.1), PMCMR, emmeans (>= 1.4.2), vcd, vcdExtra, GGally,
BayesFactor, psych (>= 1.7.5), GPArotation, afex (>= 0.28-0),
mvnormtest, lavaan, ggridges, ROCR, nnet, MASS, ggrepel, dplyr,
magrittr",NA,"exact2x2, testthat (>= 3.1.5), semPlot, carData, knitr,
rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"jmvcore","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.4.7",NA,"R (>= 3.2)","R6 (>= 1.0.1), rlang (>= 0.3.0.1), jsonlite, base64enc,
stringi",NA,"testthat (>= 1.0.2), RProtoBuf, knitr, ggplot2, RColorBrewer,
ragg, fastmap",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"jomo","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.7-6",NA,NA,"stats, lme4, survival, MASS, ordinal, tibble",NA,"mitml",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"jpeg","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.1-10",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"jquerylib","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.1.4",NA,NA,"htmltools",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"jsonlite","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.8.8",NA,"methods",NA,NA,"httr, vctrs, testthat, knitr, rmarkdown, R.rsp, sf",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"jtools","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.2.2",NA,"R (>= 3.5.0)","crayon, generics, ggplot2 (>= 3.4.0), magrittr, pander,
pkgconfig, rlang (>= 0.3.0), tibble",NA,"boot, broom, broom.mixed, huxtable (>= 3.0.0), kableExtra,
lme4, lmerTest, MASS, methods, pbkrtest, RColorBrewer,
sandwich, scales, survey, weights, knitr, rmarkdown, testthat,
vdiffr","brms, quantreg, rstanarm","GPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
"keras","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.15.0",NA,"R (>= 3.6)","generics (>= 0.0.1), reticulate (>= 1.31), tensorflow (>=
2.13.0.9000), tfruns (>= 1.0), magrittr, zeallot, glue,
methods, R6, rlang",NA,"ggplot2, testthat (>= 2.1.0), knitr, rmarkdown, callr,
tfdatasets, withr, png, jpeg",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"kernlab","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.9-32",NA,"R (>= 2.10)","methods, stats, grDevices, graphics",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"KernSmooth","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.23-22","recommended","R (>= 2.5.0), stats",NA,NA,"MASS, carData",NA,"Unlimited",NA,NA,NA,NA,"yes","4.3.0"
"kknn","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.1",NA,"R (>= 2.10)","igraph (>= 1.0), Matrix, stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"klaR","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.7-3",NA,"R (>= 2.10.0), MASS","combinat, questionr, grDevices, stats, utils, graphics",NA,"scatterplot3d (>= 0.3-22), som, mlbench, rpart, e1071","clustMixType, randomForest, ClustVarLV","GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.3.1"
"knitr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.45",NA,"R (>= 3.3.0)","evaluate (>= 0.15), highr, methods, tools, xfun (>= 0.39),
yaml (>= 2.1.19)",NA,"bslib, codetools, DBI (>= 0.4-1), digest, formatR, gifski,
gridSVG, htmlwidgets (>= 0.7), curl, jpeg, JuliaCall (>=
0.11.1), magick, markdown (>= 1.3), png, ragg, reticulate (>=
1.4), rgl (>= 0.95.1201), rlang, rmarkdown, sass, showtext,
styler (>= 1.2.0), targets (>= 0.6.0), testit, tibble,
tikzDevice (>= 0.10), tinytex (>= 0.46), webshot, rstudioapi,
svglite, xml2 (>= 1.2.0)",NA,"GPL",NA,NA,NA,NA,"no","4.3.1"
"ks","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.14.2",NA,"R (>= 2.10.0)","FNN (>= 1.1), kernlab, KernSmooth (>= 2.22), Matrix, mclust,
mgcv, multicool, mvtnorm (>= 1.0-0), pracma",NA,"geometry, MASS, misc3d (>= 0.4-0), oz, plot3D, rgl (>= 0.66)",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"labdsv","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.1-0",NA,"R (>= 3.0), mgcv","cluster, Rtsne, MASS",NA,"optpart","vegan","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"labeling","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.3",NA,NA,"stats, graphics",NA,NA,NA,"MIT + file LICENSE | Unlimited",NA,NA,NA,NA,"no","4.3.0"
"labelled","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.12.0",NA,"R (>= 3.0)","haven (>= 2.4.1), dplyr (>= 1.0.0), lifecycle, rlang, vctrs,
stringr, tidyr",NA,"testthat, knitr, rmarkdown, questionr, snakecase, utf8, covr,
spelling","memisc","GPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
"laeken","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.5.3",NA,"R (>= 3.2.0)","boot, MASS",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"later","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.2",NA,NA,"Rcpp (>= 0.12.9), rlang","Rcpp","knitr, rmarkdown, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"lattice","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.22-6","recommended","R (>= 4.0.0)","grid, grDevices, graphics, stats, utils",NA,"KernSmooth, MASS, latticeExtra, colorspace","chron, zoo","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"latticeExtra","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.6-30",NA,"R (>= 3.6.0), lattice","grid, stats, utils, grDevices, png, jpeg, RColorBrewer,
interp, MASS",NA,"maps, mapproj, deldir, quantreg, zoo, mgcv",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"lava","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.8.0",NA,"R (>= 3.0)","cli, future.apply, graphics, grDevices, methods, numDeriv,
progressr, stats, survival, SQUAREM, utils",NA,"KernSmooth, Rgraphviz, data.table, ellipse, fields, geepack,
graph, knitr, rmarkdown, igraph (>= 0.6), lavaSearch2, lme4 (>=
1.1.35.1), MASS, Matrix (>= 1.6.3), mets (>= 1.1), nlme,
optimx, polycor, quantreg, rgl, targeted (>= 0.4), testthat (>=
0.11), visNetwork",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"lavaan","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.6-17",NA,"R(>= 3.4)","methods, stats4, stats, utils, graphics, MASS, mnormt,
pbivnorm, numDeriv, quadprog",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"lazyeval","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.2.2",NA,"R (>= 3.1.0)",NA,NA,"knitr, rmarkdown (>= 0.2.65), testthat, covr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"leaflet","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.2.2",NA,"R (>= 3.1.0)","crosstalk, htmltools, htmlwidgets (>= 1.5.4), jquerylib,
leaflet.providers (>= 2.0.0), magrittr, methods, png, raster
(>= 3.6.3), RColorBrewer, scales (>= 1.0.0), sp, stats,
viridisLite, xfun",NA,"knitr, maps, purrr, R6, RJSONIO, rmarkdown, s2, sf (>=
0.9-6), shiny, terra, testthat (>= 3.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"leaflet.minicharts","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.6.2",NA,"R (>= 2.10)","leaflet (>= 1.1.0), htmltools",NA,"knitr, rmarkdown, dplyr, shiny, manipulateWidget, testthat,
covr",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"leaflet.providers","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.0.0",NA,"R (>= 2.10)","htmltools",NA,"jsonlite, testthat (>= 3.0.0), V8",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"leaps","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","3.1",NA,"",NA,NA,"biglm",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"LearnBayes","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.15.1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"lhs","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1.6",NA,"R (>= 3.4.0)","Rcpp","Rcpp","testthat, assertthat, DoE.base, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"libcoin","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0-10",NA,"R (>= 3.4.0)","stats, mvtnorm","mvtnorm","coin",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"lifecycle","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.4",NA,"R (>= 3.6)","cli (>= 3.4.0), glue, rlang (>= 1.1.0)",NA,"covr, crayon, knitr, lintr, rmarkdown, testthat (>= 3.0.1),
tibble, tidyverse, tools, vctrs, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"linprog","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.9-4",NA,"R (>= 2.4.0), lpSolve",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"listenv","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.9.1",NA,"R (>= 3.1.2)",NA,NA,"R.utils, R.rsp, markdown",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
